key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-435619389,"More time, more work: How time limits bias estimates of task scope and project duration",2020,11,,JUDGMENT AND DECISION MAKING,1930-2975,15,6,994-1008,"Goswami, I and Urminsky, O",,,,,,"",,"",,
rayyan-435619390,Impact of Request Formats on Effort Estimation: Are LLMs Different Than Humans?,2025,6,,Proc. ACM Softw. Eng.,,2,,,"Calikli, G\""{u}l and Alhamed, Mohammed",https://doi.org/10.1145/3715771,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3715771,Cognitive bias;Empirical software engineering;Human judgement;Large Language Models (LLMs);Software effort estimation,,
rayyan-435619393,Accessibility Education for Software Engineers: Evaluating the Impact of Game-Based Learning,2025,12,,ACM Trans. Comput. Educ.,,,,,"Parthasarathy, P D and Joshi, Swaroop",https://doi.org/10.1145/3785367,,Association for Computing Machinery,"New York, NY, USA",,Just Accepted,10.1145/3785367,digital accessibility;game-based learning (GBL);serious games;Web content accessibility guidelines (WCAG);Teaching-learning of Software professionals,,
rayyan-435619394,Anchoring and adjustment in software estimation - Proceedings of the 10th European Software Engineering Conference Held Jointly with 13th ACM SIGSOFT International Symposium on Foundations of Software Engineering,2005,,,,,,,346–355,"Aranda, Jorge and Easterbrook, Steve",https://doi.org/10.1145/1081706.1081761,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/1081706.1081761,anchoring and adjustment;cognitive bias;effort estimation;empirical software engineering,,
rayyan-435619395,Anchoring and adjustment in software estimation,2005,9,,SIGSOFT Softw. Eng. Notes,0163-5948,30,5,346–355,"Aranda, Jorge and Easterbrook, Steve",https://doi.org/10.1145/1095430.1081761,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/1095430.1081761,anchoring and adjustment;cognitive bias;effort estimation;empirical software engineering,,
rayyan-435619397,Digital Interventions for Treating Adolescent Anxiety: A Meta-Analysis on Randomized Controlled Trials - Proceedings of the 2024 4th International Conference on Bioinformatics and Intelligent Computing,2024,,,,,,,323–330,"Li, Huidong and Zhou, Ting and Huang, Zheng and Tang, Shuo",https://doi.org/10.1145/3665689.3665744,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3665689.3665744,"",,
rayyan-435619398,Toward A Two-Sided Fairness Framework in Search and Recommendation - Proceedings of the 2023 Conference on Human Information Interaction and Retrieval,2023,,,,,,,236–246,"Liu, Jiqun",https://doi.org/10.1145/3576840.3578332,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3576840.3578332,Two-sided fairness;human bias;information retrieval;recommender system;system bias,,
rayyan-435619399,Paving the way for mature secondary research: the seven types of literature review - Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,2022,,,,,,,1632–1636,"Ralph, Paul and Baltes, Sebastian",https://doi.org/10.1145/3540250.3560877,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3540250.3560877,Literature review;secondary research;systematic review,,
rayyan-435619400,Comparative Analysis of Input-Output Indicator System Method and DEA Method for Measuring R&amp;D Project Input and Output: An Empirical Study Based on Telecommunication Operators - Proceedings of the 2025 2nd International Conference on Innovation Management and Information System,2025,,,,,,,15–24,"Yang, Bai and Qi, Mingzhen and Huang, Shi",https://doi.org/10.1145/3745676.3745679,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3745676.3745679,DEA;Indicator System;Input-Output;OAT;R&amp;D Management Efficiency;Strategic R&amp;D,,
rayyan-435619401,Risk Assessment of Target Procurement Price Based on AHP-CRITIC Combined Weighting and K-Means Algorithm - Proceedings of the 2025 International Conference on Economic Management and Big Data Application,2025,,,,,,,483–490,"Wang, Pei and Zhong, Qianghui",https://doi.org/10.1145/3770177.3770255,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3770177.3770255,AHP-CRITIC weighting;Fuzzy comprehensive evaluation;K-Means algorithm;Machine learning;Procurement risk assessment,,
rayyan-435619402,Energy-Aware Benchmarking of Wearable Eye Trackers - Proceedings of the 2025 Symposium on Eye Tracking Research and Applications,2025,,,,,,,,"Carminati, Marco and Melloni, Filippo and Marano, Giulio and Pettenella, Alberto and Bani, Daniele and Crafa, Daniele Maria and Aspesi, Andrea and Duchowski, Andrew and Ongarello, Tommaso and Merigo, Luca",https://doi.org/10.1145/3715669.3727348,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3715669.3727348,eye tracking;validation;data quality;standard,,
rayyan-435619403,"Classifying Hate: Legal and Ethical Evaluations of ML-Assisted Hate Crime Classification and Estimation in Sweden - Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",2025,,,,,,,195–208,"Sargeant, Holli and Waldetoft, Hannes and Magnusson, M\r{a}ns",https://doi.org/10.1145/3715275.3732016,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3715275.3732016,Hate Crime Classification;Automated Crime Classification;Algorithmic Bias;Criminal Justice;Responsible AI;Procedural Justice,,
rayyan-435619404,Are We Asking the Right Questions?: Designing for Community Stakeholders’ Interactions with AI in Policing - Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,2024,,,,,,,,"Haque, MD Romael and Saxena, Devansh and Weathington, Katy and Chudzik, Joseph and Guha, Shion",https://doi.org/10.1145/3613904.3642738,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3613904.3642738,algorithmic crime mapping;human-AI decision-making;problem formulation;public sector algorithms,,
rayyan-435619405,Argus: Multi-View Egocentric Human Mesh Reconstruction Based on Stripped-Down Wearable mmWave Add-on - Proceedings of the 23rd ACM Conference on Embedded Networked Sensor Systems,2025,,,,,,,1–14,"Duan, Di and Lyu, Shengzhe and Yuan, Mu and Xue, Hongfei and Li, Tianxing and Xu, Weitao and Wu, Kaishun and Xing, Guoliang",https://doi.org/10.1145/3715014.3722045,,Association for Computing Machinery,"New York, NY, USA",,"",,"",,
rayyan-435619406,The Recognition of Different Angles of Pattern in Mice through Computer-Based Visual Discrimination - Proceedings of the 7th International Conference on Cyber Security and Information Engineering,2022,,,,,,,855–859,"Sun, Ludi and Li, Xing and Li, Changtai",https://doi.org/10.1145/3558819.3565206,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3558819.3565206,"",,
rayyan-435619407,"UbiPhysio: Support Daily Functioning, Fitness, and Rehabilitation with Action Understanding and Feedback in Natural Language",2024,3,,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,,8,1,,"Wang, Chongyang and Feng, Yuan and Zhong, Lingxiao and Zhu, Siyi and Zhang, Chi and Zheng, Siqi and Liang, Chen and Wang, Yuntao and He, Chengqi and Yu, Chun and Shi, Yuanchun",https://doi.org/10.1145/3643552,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3643552,action understanding;activities of daily life;feedback generation;fitness;rehabilitation,,
rayyan-435619409,Who Should I Trust: AI or Myself? Leveraging Human and AI Correctness Likelihood to Promote Appropriate Trust in AI-Assisted Decision-Making - Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,,,,,,,,"Ma, Shuai and Lei, Ying and Wang, Xinru and Zheng, Chengbo and Shi, Chuhan and Yin, Ming and Ma, Xiaojuan",https://doi.org/10.1145/3544548.3581058,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3544548.3581058,AI-Assisted Decision-making;Human-AI Collaboration;Trust Calibration;Trust in AI,,
rayyan-435619410,Smart Grid Cyber-Physical Situational Awareness of Complex Operational Technology Attacks: A Review,2023,2,,ACM Comput. Surv.,0360-0300,55,10,,"Nafees, Muhammad Nouman and Saxena, Neetesh and Cardenas, Alvaro and Grijalva, Santiago and Burnap, Pete",https://doi.org/10.1145/3565570,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3565570,Smart grid;threat modeling;complex cyber-physical attacks;operational technology attacks;intrusion detection system;deep learning;federated learning;moving target defense;co-simulation;situational awareness;metrics,,
rayyan-435619411,"Uncertainty as a Form of Transparency: Measuring, Communicating, and Using Uncertainty - Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",2021,,,,,,,401–413,"Bhatt, Umang and Antor\'{a}n, Javier and Zhang, Yunfeng and Liao, Q. Vera and Sattigeri, Prasanna and Fogliato, Riccardo and Melan\c{c}on, Gabrielle and Krishnan, Ranganath and Stanley, Jason and Tickoo, Omesh and Nachman, Lama and Chunara, Rumi and Srikumar, Madhulika and Weller, Adrian and Xiang, Alice",https://doi.org/10.1145/3461702.3462571,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/3461702.3462571,machine learning;transparency;uncertainty;visualization,,
rayyan-435619412,How People Deploy Dimensional Information to Estimate Relative Values - Proceedings of the 9th International Symposium on Visual Information Communication and Interaction,2016,,,,,,,83–90,"Li, Yi-Na and Li, Dong-Jin",https://doi.org/10.1145/2968220.2968240,,Association for Computing Machinery,"New York, NY, USA",,"",10.1145/2968220.2968240,Information visualization;dimensional information;perceptual bias;relative value estimation;visual cue,,
